airlineName,flightNumber,craftTypeName,departureDate,arrivalDate,departureCityTlc,departureCityName,departureAirportTlc,departureAirportName,departureAirportTerminal,arrivalCityTlc,arrivalCityName,arrivalAirportTlc,arrivalAirportName,arrivalAirportTerminal,price
山东航空,SC9012,波音738,2020-07-06 12:30:00,2020-07-06 14:50:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,1000
深圳航空,ZH8802,波音738,2020-07-06 12:30:00,2020-07-06 14:50:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,420
东方航空,MU5532,空客320,2020-07-06 16:35:00,2020-07-06 18:50:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,420
祥鹏航空,8L9855,波音737,2020-07-06 17:45:00,2020-07-06 20:20:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,310
山东航空,SC9078,波音738,2020-07-06 19:25:00,2020-07-06 21:40:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,1000
深圳航空,ZH8804,波音738,2020-07-06 19:25:00,2020-07-06 21:40:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,320
中国国航,CA3804,波音738,2020-07-06 19:25:00,2020-07-06 21:40:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,860
昆明航空,KY9804,波音738,2020-07-06 19:25:00,2020-07-06 21:40:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,833
东方航空,MU5618,空客320,2020-07-06 23:10:00,2020-07-07 01:35:00,KMG,昆明,KMG,长水国际机场,,KHN,南昌,KHN,昌北国际机场,T2,320
祥鹏航空,8L9561,,2020-07-06 06:40:00,2020-07-06 09:15:00,KMG,昆明,KMG,长水国际机场,,KOW,赣州,KOW,黄金机场,T2,745
祥鹏航空,8L9565,波音737,2020-07-06 20:00:00,2020-07-06 22:25:00,KMG,昆明,KMG,长水国际机场,,KOW,赣州,KOW,黄金机场,T2,745
祥鹏航空,8L9709,波音737,2020-07-06 06:45:00,2020-07-06 09:30:00,KMG,昆明,KMG,长水国际机场,,LCX,龙岩,LCX,冠豸山机场,,670
瑞丽航空,DR6559,波音737,2020-07-06 07:45:00,2020-07-06 10:05:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,200
东方航空,MU2250,空客320,2020-07-06 10:50:00,2020-07-06 13:10:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,450
东方航空,MU9990,空客320,2020-07-06 15:50:00,2020-07-06 18:10:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,450
东方航空,MU3949,空客320,2020-07-06 06:45:00,2020-07-06 11:30:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,900
山东航空,SC7049,空客320,2020-07-06 06:45:00,2020-07-06 11:30:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,1150
华夏航空,G58605,空客320,2020-07-06 06:45:00,2020-07-06 11:30:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,1110
南方航空,CZ4953,空客320,2020-07-06 06:45:00,2020-07-06 11:30:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,1110
四川航空,3U8513,空客320,2020-07-06 06:45:00,2020-07-06 11:30:00,KMG,昆明,KMG,长水国际机场,,LHW,兰州,LHW,中川机场,T2,680
东方航空,MU5921,波音737,2020-07-06 06:35:00,2020-07-06 07:55:00,KMG,昆明,KMG,长水国际机场,,LJG,丽江,LJG,三义机场,,200
东方航空,MU4033,空客319,2020-07-06 07:30:00,2020-07-06 08:40:00,KMG,昆明,KMG,长水国际机场,,LJG,丽江,LJG,三义机场,,560
四川航空,3U8817,空客319,2020-07-06 07:30:00,2020-07-06 08:40:00,KMG,昆明,KMG,长水国际机场,,LJG,丽江,LJG,三义机场,,260
东方航空,MU5925,波音737,2020-07-06 13:00:00,2020-07-06 14:10:00,KMG,昆明,KMG,长水国际机场,,LJG,丽江,LJG,三义机场,,480
祥鹏航空,8L9801,空客320,2020-07-06 22:00:00,2020-07-07 01:00:00,KMG,昆明,KMG,长水国际机场,,LJG,丽江,LJG,三义机场,,526
东方航空,MU5961,波音737,2020-07-06 08:20:00,2020-07-06 09:20:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,400
东方航空,MU5963,波音737,2020-07-06 09:45:00,2020-07-06 10:45:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,420
祥鹏航空,8L9967,波音737,2020-07-06 11:40:00,2020-07-06 12:35:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,390
深圳航空,ZH5355,波音737,2020-07-06 15:00:00,2020-07-06 15:55:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,580
中国国航,CA5769,波音737,2020-07-06 15:00:00,2020-07-06 15:55:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,580
昆明航空,KY8355,波音737,2020-07-06 15:00:00,2020-07-06 15:55:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,579
东方航空,MU5959,波音737,2020-07-06 15:55:00,2020-07-06 16:55:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,760
东方航空,MU5993,波音737,2020-07-06 16:45:00,2020-07-06 17:45:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,590
东方航空,MU7629,波音737,2020-07-06 18:10:00,2020-07-06 19:05:00,KMG,昆明,KMG,长水国际机场,,LNJ,临沧,LNJ,临沧机场,,590
祥鹏航空,8L9921,空客320,2020-07-06 06:40:00,2020-07-06 07:45:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,220
中国国航,CA5767,波音737,2020-07-06 06:50:00,2020-07-06 08:00:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,880
深圳航空,ZH5353,波音737,2020-07-06 06:50:00,2020-07-06 08:00:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,640
昆明航空,KY8353,波音737,2020-07-06 06:50:00,2020-07-06 08:00:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,509
瑞丽航空,DR6501,波音737,2020-07-06 08:05:00,2020-07-06 09:10:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,238
瑞丽航空,DR6507,波音737,2020-07-06 09:00:00,2020-07-06 10:05:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,240
中国国航,CA5771,波音737,2020-07-06 10:45:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,880
深圳航空,ZH5357,波音737,2020-07-06 10:45:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,640
昆明航空,KY8357,波音737,2020-07-06 10:45:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,509
瑞丽航空,DR6503,波音737,2020-07-06 11:15:00,2020-07-06 12:20:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,315
东方航空,MU2249,机型未定,2020-07-06 12:15:00,2020-07-06 13:20:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,1380
东方航空,MU5764,波音737,2020-07-06 12:15:00,2020-07-06 13:20:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,640
瑞丽航空,DR6509,波音737,2020-07-06 12:55:00,2020-07-06 14:05:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,317
东方航空,MU5752,波音737,2020-07-06 13:20:00,2020-07-06 14:30:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,430
祥鹏航空,8L9919,空客320,2020-07-06 14:55:00,2020-07-06 16:05:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,340
东方航空,MU5975,波音737,2020-07-06 17:05:00,2020-07-06 18:15:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,430
红土航空,A67109,空客319,2020-07-06 17:20:00,2020-07-06 18:30:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,346
东方航空,MU5919,波音737,2020-07-06 19:45:00,2020-07-06 21:00:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,430
四川航空,3U8177,空客319,2020-07-06 20:10:00,2020-07-06 21:20:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,320
瑞丽航空,DR6505,波音737,2020-07-06 21:15:00,2020-07-06 22:25:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,317
东方航空,MU5706,波音737,2020-07-06 22:30:00,2020-07-06 23:40:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,300
东方航空,MU5977,波音737,2020-07-06 23:20:00,2020-07-07 00:30:00,KMG,昆明,KMG,长水国际机场,,LUM,芒市,LUM,德宏芒市机场,,250
东方航空,MU9737,波音737,2020-07-06 15:50:00,2020-07-06 18:35:00,KMG,昆明,KMG,长水国际机场,,LXA,拉萨,LXA,贡嘎国际机场,,1560
东方航空,MU4033,空客319,2020-07-06 07:30:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,LXA,拉萨,LXA,贡嘎国际机场,,1220
四川航空,3U8817,空客319,2020-07-06 07:30:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,LXA,拉萨,LXA,贡嘎国际机场,,1050
东方航空,MU5799,波音737,2020-07-06 13:05:00,2020-07-06 15:30:00,KMG,昆明,KMG,长水国际机场,,LYA,洛阳,LYA,北郊机场,,600
长龙航空,GJ8871,空客320,2020-07-06 08:30:00,2020-07-06 11:30:00,KMG,昆明,KMG,长水国际机场,,LYI,临沂,LYI,临沂启阳机场,,550
东方航空,MU2756,空客320,2020-07-06 18:35:00,2020-07-06 20:10:00,KMG,昆明,KMG,长水国际机场,,LZH,柳州,LZH,白莲机场,,360
东方航空,MU5857,波音737,2020-07-06 21:25:00,2020-07-06 22:50:00,KMG,昆明,KMG,长水国际机场,,LZO,泸州,LZO,云龙机场,,580
祥鹏航空,8L9701,波音737,2020-07-06 07:10:00,2020-07-06 08:50:00,KMG,昆明,KMG,长水国际机场,,MIG,绵阳,MIG,南郊机场,,190
祥鹏航空,8L9703,波音737,2020-07-06 21:55:00,2020-07-06 23:35:00,KMG,昆明,KMG,长水国际机场,,MIG,绵阳,MIG,南郊机场,,230
东方航空,MU5438,空客319,2020-07-06 15:20:00,2020-07-06 17:10:00,KMG,昆明,KMG,长水国际机场,,NAO,南充,NAO,高坪机场,,490
东方航空,MU5456,空客320,2020-07-06 09:30:00,2020-07-06 12:25:00,KMG,昆明,KMG,长水国际机场,,NGB,宁波,NGB,栎社国际机场,T2,540
东方航空,MU5454,空客320,2020-07-06 13:25:00,2020-07-06 16:15:00,KMG,昆明,KMG,长水国际机场,,NGB,宁波,NGB,栎社国际机场,T2,540
东方航空,MU5340,空客320,2020-07-06 18:35:00,2020-07-06 21:25:00,KMG,昆明,KMG,长水国际机场,,NGB,宁波,NGB,栎社国际机场,T2,450
祥鹏航空,8L9959,,2020-07-06 07:20:00,2020-07-06 12:00:00,KMG,昆明,KMG,长水国际机场,,NGB,宁波,NGB,栎社国际机场,T2,390
祥鹏航空,8L9871,,2020-07-06 13:30:00,2020-07-06 18:50:00,KMG,昆明,KMG,长水国际机场,,NGB,宁波,NGB,栎社国际机场,T2,300
春秋航空,9C8606,空客320,2020-07-06 18:45:00,2020-07-06 21:35:00,KMG,昆明,KMG,长水国际机场,,NGB,宁波,NGB,栎社国际机场,T2,360
东方航空,MU2706,空客320,2020-07-06 08:05:00,2020-07-06 10:55:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,350
昆明航空,KY8239,波音737,2020-07-06 09:10:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,280
四川航空,3U8117,空客320,2020-07-06 09:20:00,2020-07-06 12:05:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,300
东方航空,MU1067,空客320,2020-07-06 09:20:00,2020-07-06 12:05:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,950
东方航空,MU2726,空客321,2020-07-06 11:30:00,2020-07-06 14:10:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,350
首都航空,JD5516,空客320,2020-07-06 12:10:00,2020-07-06 15:10:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,290
中国国航,CA4696,波音738,2020-07-06 13:40:00,2020-07-06 16:35:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,1060
山东航空,SC4696,波音738,2020-07-06 13:40:00,2020-07-06 16:35:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,300
东方航空,MU2736,空客320,2020-07-06 13:45:00,2020-07-06 16:40:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,430
东方航空,MU2716,空客320,2020-07-06 16:10:00,2020-07-06 19:00:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,430
东方航空,MU2864,空客319,2020-07-06 19:40:00,2020-07-06 22:40:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,540
东方航空,MU2766,空客320,2020-07-06 22:25:00,2020-07-07 01:25:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,350
吉祥航空,HO1710,全新A320 舒适飞行,2020-07-06 07:15:00,2020-07-06 11:25:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,235
祥鹏航空,8L9709,波音737,2020-07-06 06:45:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,210
吉祥航空,HO1698,全新A320 舒适飞行,2020-07-06 13:00:00,2020-07-06 17:05:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,235
深圳航空,ZH3107,波音737,2020-07-06 12:55:00,2020-07-06 17:25:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,760
昆明航空,KY8207,波音737,2020-07-06 12:55:00,2020-07-06 17:25:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,226
东方航空,MU2756,空客320,2020-07-06 18:35:00,2020-07-06 23:20:00,KMG,昆明,KMG,长水国际机场,,NKG,南京,NKG,禄口国际机场,T2,350
东方航空,MU5937,波音737,2020-07-06 09:55:00,2020-07-06 11:10:00,KMG,昆明,KMG,长水国际机场,,NLH,宁蒗,NLH,泸沽湖机场,,340
祥鹏航空,8L9929,波音737,2020-07-06 11:15:00,2020-07-06 12:30:00,KMG,昆明,KMG,长水国际机场,,NLH,宁蒗,NLH,泸沽湖机场,,280
东方航空,MU5819,波音737,2020-07-06 07:30:00,2020-07-06 09:05:00,KMG,昆明,KMG,长水国际机场,,NNG,南宁,NNG,吴圩国际机场,T2,450
东方航空,MU5733,波音737,2020-07-06 12:20:00,2020-07-06 13:50:00,KMG,昆明,KMG,长水国际机场,,NNG,南宁,NNG,吴圩国际机场,T2,450
瑞丽航空,DR6531,波音737,2020-07-06 17:25:00,2020-07-06 20:25:00,KMG,昆明,KMG,长水国际机场,,NTG,南通,NTG,兴东国际机场,T3,406
深圳航空,ZH3117,波音738,2020-07-06 06:50:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,NTG,南通,NTG,兴东国际机场,T3,1230
中国国航,CA5717,波音738,2020-07-06 06:50:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,NTG,南通,NTG,兴东国际机场,T3,1230
昆明航空,KY8217,波音738,2020-07-06 06:50:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,NTG,南通,NTG,兴东国际机场,T3,499
东方航空,MU2481,波音737,2020-07-06 11:25:00,2020-07-06 16:20:00,KMG,昆明,KMG,长水国际机场,,RIZ,日照,RIZ,山字河机场,,700
吉祥航空,HO1100,全新A320 舒适飞行,2020-07-06 07:55:00,2020-07-06 10:45:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,850
深圳航空,ZH3101,波音738,2020-07-06 07:40:00,2020-07-06 10:55:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,820
昆明航空,KY8201,波音738,2020-07-06 07:40:00,2020-07-06 10:55:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,280
东方航空,MU5803,波音737,2020-07-06 09:00:00,2020-07-06 11:50:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,600
东方航空,MU5892,机型未定,2020-07-06 12:00:00,2020-07-06 15:15:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,2570
东方航空,MU5807,梦想客机 波音787,2020-07-06 12:00:00,2020-07-06 15:15:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,650
南方航空,CZ3678,空客330,2020-07-06 12:10:00,2020-07-06 15:15:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,390
上海航空,FM9452,波音737,2020-07-06 14:20:00,2020-07-06 17:25:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,700
东方航空,MU9452,波音737,2020-07-06 14:20:00,2020-07-06 17:25:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,700
山东航空,SC7073,空客320,2020-07-06 16:05:00,2020-07-06 19:20:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,1190
东方航空,MU3903,空客320,2020-07-06 16:05:00,2020-07-06 19:20:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,1030
四川航空,3U8201,空客320,2020-07-06 16:05:00,2020-07-06 19:20:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,500
东方航空,MU5684,空客321,2020-07-06 16:35:00,2020-07-06 19:35:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,700
上海航空,FM9454,波音737,2020-07-06 17:00:00,2020-07-06 20:10:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,700
东方航空,MU9454,波音737,2020-07-06 17:00:00,2020-07-06 20:10:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,700
东方航空,MU5190,空客321,2020-07-06 16:50:00,2020-07-06 20:15:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T1,450
吉祥航空,HO1020,空客321,2020-07-06 19:05:00,2020-07-06 21:55:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,345
山东航空,SC1938,空客320,2020-07-06 19:40:00,2020-07-06 22:50:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,1150
中国国航,CA1938,空客320,2020-07-06 19:40:00,2020-07-06 22:50:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,200
南方航空,CZ6800,空客330,2020-07-06 19:45:00,2020-07-06 23:00:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,200
东方航空,MU5813,波音737,2020-07-06 20:20:00,2020-07-06 23:15:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,400
东方航空,MU5960,机型未定,2020-07-06 20:20:00,2020-07-06 23:15:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,2570
东方航空,MU5775,波音737,2020-07-06 09:55:00,2020-07-06 14:55:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T1,400
吉祥航空,HO1096,全新A320 舒适飞行,2020-07-06 12:25:00,2020-07-06 17:00:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T2,440
东方航空,MU5438,空客319,2020-07-06 15:20:00,2020-07-06 20:25:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T1,450
东方航空,MU2266,波音737,2020-07-06 16:10:00,2020-07-06 21:20:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T1,400
东方航空,MU5532,空客320,2020-07-06 16:35:00,2020-07-06 21:30:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T1,450
东方航空,MU5588,空客319,2020-07-06 16:05:00,2020-07-06 21:40:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T1,450
上海航空,FM9430,波音738,2020-07-06 17:30:00,2020-07-06 22:20:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T1,400
吉祥航空,HO1118,全新A320 舒适飞行,2020-07-06 17:35:00,2020-07-06 22:45:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,175
吉祥航空,HO1094,空客321,2020-07-06 18:55:00,2020-07-06 23:55:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,PVG,浦东国际机场,T2,175
春秋航空,9C8954,空客320,2020-07-06 12:45:00,2020-07-06 16:00:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T1,390
春秋航空,9C8830,空客320,2020-07-06 19:25:00,2020-07-06 23:55:00,KMG,昆明,KMG,长水国际机场,,SHA,上海,SHA,虹桥国际机场,T1,410
瑞丽航空,DR6533,波音737,2020-07-06 06:50:00,2020-07-06 13:45:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,350
东方航空,MU4027,空客320,2020-07-06 08:10:00,2020-07-06 13:35:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,1410
深圳航空,ZH3827,空客320,2020-07-06 08:10:00,2020-07-06 13:35:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,1410
四川航空,3U8807,空客320,2020-07-06 08:10:00,2020-07-06 13:35:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,400
东方航空,MU2263,波音737,2020-07-06 09:40:00,2020-07-06 15:50:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,550
南方航空,CZ6404,空客320,2020-07-06 15:50:00,2020-07-06 21:30:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,450
瑞丽航空,DR6531,波音737,2020-07-06 17:25:00,2020-07-07 00:05:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,350
南方航空,CZ6416,空客320,2020-07-06 19:50:00,2020-07-07 01:55:00,KMG,昆明,KMG,长水国际机场,,SHE,沈阳,SHE,桃仙国际机场,T3,400
深圳航空,ZH3151,波音738,2020-07-06 08:15:00,2020-07-06 10:25:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T2,600
中国国航,CA5751,波音738,2020-07-06 08:15:00,2020-07-06 10:25:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T2,820
昆明航空,KY8251,波音738,2020-07-06 08:15:00,2020-07-06 10:25:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T2,170
瑞丽航空,DR6557,波音737,2020-07-06 08:25:00,2020-07-06 10:30:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,169
东方航空,MU2263,波音737,2020-07-06 09:40:00,2020-07-06 12:00:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,230
昆明航空,KY8257,波音737,2020-07-06 09:50:00,2020-07-06 12:05:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T2,200
东方航空,MU2182,空客321,2020-07-06 11:20:00,2020-07-06 13:30:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,320
东方航空,MU5723,波音737,2020-07-06 14:15:00,2020-07-06 16:30:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,400
东方航空,MU5996,机型未定,2020-07-06 14:15:00,2020-07-06 16:30:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,1670
南方航空,CZ6270,空客320,2020-07-06 15:50:00,2020-07-06 18:20:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,270
东方航空,MU2208,空客321,2020-07-06 18:10:00,2020-07-06 20:30:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,260
天津航空,GS7860,空客320,2020-07-06 19:55:00,2020-07-06 22:00:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T2,245
南方航空,CZ6416,空客320,2020-07-06 19:50:00,2020-07-06 22:15:00,KMG,昆明,KMG,长水国际机场,,SIA,西安,XIY,咸阳国际机场,T3,170
厦门航空,MF7102,波音738,2020-07-06 09:55:00,2020-07-06 13:10:00,KMG,昆明,KMG,长水国际机场,,SJW,石家庄,SJW,正定国际机场,T2,840
河北航空,NS3312,波音738,2020-07-06 09:55:00,2020-07-06 13:10:00,KMG,昆明,KMG,长水国际机场,,SJW,石家庄,SJW,正定国际机场,T2,439
厦门航空,MF7064,波音738,2020-07-06 20:25:00,2020-07-06 23:25:00,KMG,昆明,KMG,长水国际机场,,SJW,石家庄,SJW,正定国际机场,T2,720
河北航空,NS3270,波音738,2020-07-06 20:25:00,2020-07-06 23:25:00,KMG,昆明,KMG,长水国际机场,,SJW,石家庄,SJW,正定国际机场,T2,360
东方航空,MU3989,空客320,2020-07-06 07:20:00,2020-07-06 12:25:00,KMG,昆明,KMG,长水国际机场,,SJW,石家庄,SJW,正定国际机场,T2,1050
四川航空,3U8669,空客320,2020-07-06 07:20:00,2020-07-06 12:25:00,KMG,昆明,KMG,长水国际机场,,SJW,石家庄,SJW,正定国际机场,T2,500
春秋航空,9C8938,空客320,2020-07-06 14:35:00,2020-07-06 17:40:00,KMG,昆明,KMG,长水国际机场,,SJW,石家庄,SJW,正定国际机场,T2,430
南方航空,CZ3858,波音737,2020-07-06 12:20:00,2020-07-06 14:40:00,KMG,昆明,KMG,长水国际机场,,SWA,揭阳,SWA,潮汕机场,,270
东方航空,MU9250,波音737,2020-07-06 14:25:00,2020-07-06 16:50:00,KMG,昆明,KMG,长水国际机场,,SWA,揭阳,SWA,潮汕机场,,270
